record_id,Duplicate_1,Duplicate_2,Duplicate_3,redcap_event_name,redcap_survey_identifier,student_survey_timestamp,group,group_value,list_discipline,list_year_enrolled,advanced,student_survey_new_participant_timestamp,advanced_nu,milestones_cogsci,milestones_cogsci_nu,milestones_psysci,milestones_psysci_nu,enjoy,enjoy_nu,good,good_nu,nonexperts,nonexperts_nu,discouraged,discouraged_nu,writers_block,writers_block_nu,inspired,inspired_nu,cant_start,cant_start_nu,rejection,rejection_nu,rcv_fdbk,rcv_fdbk_nu,gv_fdbk,gv_fdbk_nu,timeblock,timeblock_j22_nu,hours,hours_j22_nu,conference_submit,conference_submit_nu,conference_accept,conference_accept_nu,perma_hap,perma_hap_nu
218,NaN,NaN,NaN,sept_2021_arm_1,NaN,01/01/0000 00:00,NaN,NaN,NaN,NaN,0,NaT,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
219,13,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
219,NaN,NaN,NaN,sept_2021_arm_1,NaN,12/14/0021 14:02,5,NaN,NaN,NaN,0,NaT,NaN,NaN,NaN,NaN,NaN,7,NaN,4,NaN,6,NaN,2,NaN,4,NaN,4,NaN,4,NaN,1,NaN,1,NaN,7,NaN,45,NaN,40,NaN,0,NaN,0,NaN,66,NaN
220,350,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,9,6,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
220,NaN,NaN,NaN,sept_2021_arm_1,NaN,12/14/0021 14:15,1,90,NaN,NaN,1,NaT,NaN,NaN,NaN,NaN,NaN,4,NaN,3,NaN,6,NaN,5,NaN,5,NaN,3,NaN,5,NaN,3,NaN,2,NaN,6,NaN,35,NaN,5,NaN,1,NaN,1,NaN,54,NaN
221,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,7,7,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
221,NaN,NaN,NaN,sept_2021_arm_1,NaN,12/14/0021 14:02,5,NaN,NaN,NaN,0,NaT,NaN,NaN,NaN,NaN,NaN,6,NaN,6,NaN,6,NaN,6,NaN,6,NaN,5,NaN,7,NaN,4,NaN,5,NaN,5,NaN,30,NaN,5,NaN,2,NaN,2,NaN,70,NaN
222,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,1,10,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
222,NaN,NaN,NaN,sept_2021_arm_1,NaN,01/01/0000 00:00,NaN,NaN,NaN,NaN,0,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
223,49,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
223,NaN,NaN,NaN,sept_2021_arm_1,NaN,12/14/0021 15:41,3,66,NaN,NaN,0,01/01/0000 00:00,0,NaN,NaN,NaN,NaN,2,2,2,2,5,5,6,6,6,6,6,7,6,3,6,6,5,6,4,5,10,20,10,4,4,NaN,4,NaN,39,NaN
224,28,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
224,NaN,NaN,NaN,sept_2021_arm_1,NaN,12/14/0021 13:58,5,NaN,NaN,NaN,0,NaT,NaN,NaN,NaN,NaN,NaN,3,NaN,2,NaN,4,NaN,4,NaN,5,NaN,5,NaN,5,NaN,5,NaN,5,NaN,5,NaN,60,NaN,0,NaN,1,NaN,1,NaN,50,NaN
225,88,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
225,NaN,NaN,NaN,sept_2021_arm_1,NaN,01/01/0000 00:00,5,NaN,NaN,NaN,0,NaT,NaN,NaN,NaN,NaN,NaN,6,NaN,6,NaN,5,NaN,5,NaN,6,NaN,6,NaN,5,NaN,4,NaN,7,NaN,6,NaN,59,NaN,0,NaN,0,NaN,0,NaN,NaN,NaN
226,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,3,9,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
226,NaN,NaN,NaN,sept_2021_arm_1,NaN,01/01/0000 00:00,NaN,NaN,NaN,NaN,0,NaT,NaN,NaN,NaN,NaN,NaN,4,NaN,4,NaN,6,NaN,6,NaN,5,NaN,6,NaN,5,NaN,4,NaN,2,NaN,5,NaN,30,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
227,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
227,NaN,NaN,NaN,sept_2021_arm_1,NaN,01/01/0000 00:00,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
228,48,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
228,NaN,NaN,NaN,sept_2021_arm_1,NaN,01/01/0000 00:00,NaN,NaN,NaN,NaN,1,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
229,56,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
229,NaN,NaN,NaN,sept_2021_arm_1,NaN,12/14/0021 14:03,5,NaN,NaN,NaN,1,NaT,NaN,NaN,NaN,NaN,NaN,3,NaN,5,NaN,4,NaN,3,NaN,5,NaN,5,NaN,5,NaN,5,NaN,5,NaN,5,NaN,50,NaN,10,NaN,5,NaN,5,NaN,94,NaN
230,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
230,NaN,NaN,NaN,sept_2021_arm_1,NaN,01/01/0000 00:00,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
231,68,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
231,NaN,NaN,NaN,sept_2021_arm_1,NaN,12/14/0021 13:57,3,79,NaN,NaN,0,NaT,NaN,NaN,NaN,NaN,NaN,6,NaN,6,NaN,6,NaN,6,NaN,6,NaN,6,NaN,6,NaN,5,NaN,6,NaN,7,NaN,30,NaN,2,NaN,0,NaN,0,NaN,71,NaN
232,92,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
232,NaN,NaN,NaN,sept_2021_arm_1,NaN,01/01/0000 00:00,2,100,NaN,NaN,0,NaT,NaN,NaN,NaN,NaN,NaN,7,NaN,6,NaN,7,NaN,4,NaN,3,NaN,3,NaN,1,NaN,1,NaN,2,NaN,5,NaN,30,NaN,3,NaN,0,NaN,0,NaN,NaN,NaN
233,67,360,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
233,NaN,NaN,NaN,sept_2021_arm_1,NaN,12/14/0021 14:04,5,NaN,NaN,NaN,0,NaT,NaN,NaN,NaN,NaN,NaN,6,NaN,6,NaN,4,NaN,2,NaN,5,NaN,4,NaN,2,NaN,6,NaN,5,NaN,7,NaN,30,NaN,1,NaN,0,NaN,0,NaN,77,NaN
234,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
234,NaN,NaN,NaN,sept_2021_arm_1,NaN,01/01/0000 00:00,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
235,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
235,NaN,NaN,NaN,sept_2021_arm_1,NaN,01/01/0000 00:00,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
236,30,144,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
236,NaN,NaN,NaN,sept_2021_arm_1,NaN,12/14/0021 14:09,2,95,NaN,NaN,0,NaT,NaN,NaN,NaN,NaN,NaN,7,NaN,6,NaN,7,NaN,4,NaN,4,NaN,3,NaN,2,NaN,2,NaN,1,NaN,6,NaN,40,NaN,1,NaN,0,NaN,0,NaN,70,NaN
237,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,7,8,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
237,NaN,NaN,NaN,sept_2021_arm_1,NaN,12/14/0021 14:10,5,NaN,NaN,NaN,0,NaT,NaN,NaN,NaN,NaN,NaN,4,NaN,5,NaN,5,NaN,3,NaN,5,NaN,6,NaN,5,NaN,2,NaN,6,NaN,4,NaN,30,NaN,5,NaN,2,NaN,1,NaN,61,NaN
237,NaN,NaN,NaN,june_2022_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,06/23/0022 12:39,0,NaN,NaN,NaN,NaN,NaN,4,NaN,6,NaN,5,NaN,5,NaN,4,NaN,4,NaN,5,NaN,3,NaN,5,NaN,5,NaN,30,NaN,5,NaN,3,NaN,2,NaN,60
238,87,349,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
238,NaN,NaN,NaN,sept_2021_arm_1,NaN,12/14/0021 14:09,5,NaN,NaN,NaN,1,NaT,NaN,NaN,NaN,NaN,NaN,6,NaN,6,NaN,6,NaN,4,NaN,4,NaN,2,NaN,3,NaN,3,NaN,7,NaN,6,NaN,90,NaN,10,NaN,1,NaN,1,NaN,74,NaN
239,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,2,7,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
239,NaN,NaN,NaN,sept_2021_arm_1,NaN,12/14/0021 14:32,NaN,NaN,NaN,NaN,0,NaT,NaN,4,NaN,NaN,NaN,2,NaN,4,NaN,6,NaN,7,NaN,6,NaN,2,NaN,7,NaN,2,NaN,6,NaN,5,NaN,30,NaN,5,NaN,3,NaN,2,NaN,30,NaN
239,NaN,NaN,NaN,june_2022_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,06/23/0022 12:21,0,NaN,4,NaN,NaN,NaN,1,NaN,5,NaN,5,NaN,6,NaN,7,NaN,3,NaN,6,NaN,3,NaN,3,NaN,5,NaN,30,NaN,10,NaN,0,NaN,0,NaN,11
240,108,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
240,NaN,NaN,NaN,sept_2021_arm_1,NaN,01/01/0000 00:00,5,NaN,NaN,NaN,1,NaT,NaN,NaN,NaN,NaN,NaN,7,NaN,6,NaN,7,NaN,5,NaN,4,NaN,4,NaN,3,NaN,1,NaN,2,NaN,7,NaN,64,NaN,5,NaN,2,NaN,2,NaN,NaN,NaN
241,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,9,1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
241,NaN,NaN,NaN,sept_2021_arm_1,NaN,01/01/0000 00:00,5,NaN,NaN,NaN,1,NaT,NaN,NaN,NaN,NaN,NaN,7,NaN,7,NaN,7,NaN,6,NaN,7,NaN,6,NaN,2,NaN,3,NaN,6,NaN,7,NaN,60,NaN,10,NaN,0,NaN,0,NaN,NaN,NaN
242,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,9,3,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
242,NaN,NaN,NaN,sept_2021_arm_1,NaN,12/14/0021 14:13,5,NaN,NaN,NaN,1,06/21/0022 11:08,1,NaN,NaN,NaN,NaN,6,5,5,5,7,7,7,7,7,7,4,1,7,4,4,1,1,1,7,7,15,30,10,25,1,1,1,1,33,67
242,NaN,NaN,NaN,june_2022_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
243,39,98,336,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
243,NaN,NaN,NaN,sept_2021_arm_1,NaN,01/01/0000 00:00,3,83,NaN,NaN,0,NaT,NaN,1,NaN,NaN,NaN,5,NaN,5,NaN,6,NaN,1,NaN,2,NaN,2,NaN,5,NaN,2,NaN,4,NaN,6,NaN,60,NaN,20,NaN,1,NaN,1,NaN,100,NaN
244,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,1,10,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
244,NaN,NaN,NaN,sept_2021_arm_1,NaN,12/14/0021 15:53,5,NaN,NaN,NaN,0,NaT,NaN,NaN,NaN,NaN,NaN,6,NaN,4,NaN,5,NaN,5,NaN,5,NaN,6,NaN,7,NaN,2,NaN,5,NaN,6,NaN,86,NaN,7,NaN,4,NaN,0,NaN,56,NaN
245,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,7,9,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
245,NaN,NaN,NaN,sept_2021_arm_1,NaN,12/14/0021 14:25,2,80,NaN,NaN,0,06/21/0022 11:38,0,NaN,NaN,NaN,NaN,6,7,5,6,5,5,3,6,4,4,5,4,4,4,4,3,1,2,5,6,30,60,4,2,0,1,0,0,50,62
246,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,3,7,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
246,NaN,NaN,NaN,sept_2021_arm_1,NaN,01/01/0000 00:00,5,NaN,NaN,NaN,1,NaT,NaN,NaN,NaN,NaN,NaN,4,NaN,4,NaN,5,NaN,6,NaN,6,NaN,6,NaN,6,NaN,6,NaN,6,NaN,4,NaN,80,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
247,351,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,9,6,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
247,NaN,NaN,NaN,sept_2021_arm_1,NaN,12/14/0021 14:13,5,NaN,NaN,NaN,1,NaT,NaN,NaN,NaN,NaN,NaN,7,NaN,7,NaN,7,NaN,7,NaN,7,NaN,6,NaN,5,NaN,6,NaN,2,NaN,7,NaN,45,NaN,2,NaN,0,NaN,0,NaN,14,NaN
248,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,2,7,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
248,NaN,NaN,NaN,sept_2021_arm_1,NaN,12/14/0021 14:18,5,NaN,NaN,NaN,1,NaT,NaN,NaN,NaN,NaN,NaN,5,NaN,5,NaN,6,NaN,5,NaN,5,NaN,4,NaN,5,NaN,4,NaN,4,NaN,5,NaN,30,NaN,8,NaN,1,NaN,1,NaN,68,NaN
249,101,369,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
249,NaN,NaN,NaN,sept_2021_arm_1,NaN,12/14/0021 14:16,5,NaN,NaN,NaN,0,01/01/0000 00:00,1,NaN,NaN,NaN,NaN,6,5,7,6,6,6,6,6,5,5,5,4,5,4,6,5,5,6,5,5,30,33,8,3,0,NaN,0,NaN,50,NaN
250,65,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
250,NaN,NaN,NaN,sept_2021_arm_1,NaN,12/14/0021 14:20,NaN,72,NaN,NaN,1,NaT,NaN,NaN,NaN,NaN,NaN,5,NaN,6,NaN,5,NaN,4,NaN,5,NaN,3,NaN,2,NaN,2,NaN,2,NaN,6,NaN,16,NaN,10,NaN,0,NaN,0,NaN,63,NaN
251,134,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
251,NaN,NaN,NaN,sept_2021_arm_1,NaN,01/01/0000 00:00,NaN,NaN,NaN,NaN,0,NaT,NaN,NaN,NaN,NaN,NaN,5,NaN,6,NaN,5,NaN,7,NaN,7,NaN,5,NaN,3,NaN,2,NaN,1,NaN,6,NaN,15,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN
252,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
252,NaN,NaN,NaN,sept_2021_arm_1,NaN,01/01/0000 00:00,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
253,44,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
